Z-Score,Pi Cycle Oscilator,Cycle Master,Risk Model,,,MAX,MIN,,Std. Z-score,Std. Pi Cycle,Std. Master,Std. Risk Model,Indicator,,,,Date,BTC_Price,,,,,,,,,,,,,,,,,,,,
1.05,0.79,50,0,,Z-Score,7,-0.48,,20.45454545,75.86206897,50,0,0,,,,10/28/12,10.60,,,,,,,,,,,,,,,,,,,,
0.96,0.78,50,2,,Pi Cycle,1,0.13,,19.2513369,74.71264368,50,2,36.46786525,,,,11/04/12,10.90,,,,,,,,,,,,,,,,,,,,
1.22,0.77,50,2,,Master,100,0,,22.72727273,73.56321839,50,2,37.05982278,,,,11/11/12,11.80,,,,,,,,,,,,,,,,,,,,
1.4,0.76,50,2,,Risk Model,100,0,,25.13368984,72.4137931,50,2,37.37007825,,,,11/18/12,12.40,,,,,,,,,,,,,,,,,,,,
1.36,0.75,50,2,,,,,,24.59893048,71.26436782,50,2,36.92689503,,,,11/25/12,12.60,,,,,,,,,,,,,,,,,,,,
1.51,0.74,50,2,,,,,,26.60427807,70.11494253,50,2,37.1463913,,,,12/02/12,13.40,,,,,,,,,,,,,,,,,,,,
1.49,0.73,50,2,,,,,,26.3368984,68.96551724,50,2,36.76661192,,,,12/09/12,13.50,,,,,,,,,,,,,,,,,,,,
1.44,0.73,50,2,,,,,,25.6684492,68.96551724,50,2,36.56606586,,,,12/16/12,13.40,,,,,,,,,,,,,,,,,,,,
1.44,0.73,50,2,,,,,,25.6684492,68.96551724,50,2,36.53796004,,,,12/23/12,13.40,,,,,,,,,,,,,,,,,,,,
1.34,0.72,50,1,,,,,,24.3315508,67.81609195,50,1,35.88914613,,,,12/30/12,13.40,,,,,,,,,,,,,,,,,,,,
1.41,0.71,50,1,,,,,,25.26737968,66.66666667,50,1,35.84236437,,,,01/06/13,14.20,,,,,,,,,,,,,,,,,,,,
1.78,0.71,50,2,,,,,,30.21390374,66.66666667,50,2,37.10971721,,,,01/13/13,15.60,,,,,,,,,,,,,,,,,,,,
2.1,0.71,50,2,,,,,,34.49197861,66.66666667,50,2,38.24490051,,,,01/20/13,17.90,,,,,,,,,,,,,,,,,,,,
2.51,0.71,50,2,,,,,,39.97326203,66.66666667,50,2,39.65515338,,,,01/27/13,19.60,,,,,,,,,,,,,,,,,,,,
3.03,0.72,50,2,,,,,,46.92513369,67.81609195,50,2,41.80817372,,,,02/03/13,23.60,,,,,,,,,,,,,,,,,,,,
3.38,0.74,75,3,,,,,,51.60427807,70.11494253,75,3,49.91108892,,,,02/10/13,27.20,,,,,,,,,,,,,,,,,,,,
3.55,0.76,75,3,,,,,,53.87700535,72.4137931,75,3,51.12142224,,,,02/17/13,29.80,,,,,,,,,,,,,,,,,,,,
3.92,0.78,75,4,,,,,,58.82352941,74.71264368,75,4,53.06829538,,,,02/24/13,34.30,,,,,,,,,,,,,,,,,,,,
4.93,0.81,75,5,,,,,,72.32620321,78.16091954,75,5,57.72873631,,,,03/03/13,46.80,,,,,,,,,,,,,,,,,,,,
4.53,0.85,75,5,,,,,,66.97860963,82.75862069,75,5,57.50981773,,,,03/10/13,47.00,,,,,,,,,,,,,,,,,,,,0
6.2,0.89,100,8,,,,,,89.30481283,87.35632184,100,8,71.06447873,,,,03/17/13,64.30,,,,,,,,,,,,,,,,,,,,
7,0.95,100,11,,,,,,100,94.25287356,100,11,76.38803194,,,,03/24/13,92.20,,,,,,,,,,,,,,,,,,,,
7,1,100,18,,,,,,100,100,100,18,79.49490825,,,,03/31/13,142.60,,,,,,,,,,,,,,,,,,,,
2.94,1,100,11,,,,,,45.72192513,100,100,11,64.16515098,,,,04/07/13,93.00,,,,,,,,,,,,,,,,,,,,
4.02,1,75,15,,,,,,60.16042781,100,75,15,62.58712217,,,,04/14/13,126.60,,,,,,,,,,,,,,,,,,,,
4.19,1,75,15,,,,,,62.43315508,100,75,15,63.12909098,,,,04/21/13,128.00,,,,,,,,,,,,,,,,,,,,
3.1,1,75,13,,,,,,47.86096257,100,75,13,58.92597576,,,,04/28/13,112.90,,,,,,,,,,,,,,,,,,,,
2.81,1,75,13,,,,,,43.98395722,100,75,13,57.9798501,,,,05/05/13,115.60,,,,,,,,,,,,,,,,,,,,
2.74,1,75,14,,,,,,43.04812834,100,75,14,57.92182101,,,,05/12/13,123.20,,,,,,,,,,,,,,,,,,,,
3.07,1,75,14,,,,,,47.45989305,100,75,14,59.23225247,,,,05/19/13,132.00,,,,,,,,,,,,,,,,,,,,
2.62,1,75,14,,,,,,41.44385027,100,75,14,57.57785902,,,,05/26/13,129.30,,,,,,,,,,,,,,,,,,,,
1.73,1,75,11,,,,,,29.54545455,100,75,11,53.89327289,,,,06/02/13,107.90,,,,,,,,,,,,,,,,,,,,
1.67,1,75,10,,,,,,28.74331551,100,75,10,53.39704199,,,,06/09/13,99.80,,,,,,,,,,,,,,,,,,,,
1.68,1,75,11,,,,,,28.87700535,100,75,11,53.62551787,,,,06/16/13,108.20,,,,,,,,,,,,,,,,,,,,
1.3,1,75,9,,,,,,23.79679144,100,75,9,51.92112528,,,,06/23/13,95.00,,,,,,,,,,,,,,,,,,,,
0.75,1,50,6,,,,,,16.44385027,100,50,6,43.06588214,,,,06/30/13,69.70,,,,,,,,,,,,,,,,,,,,
1.31,1,50,9,,,,,,23.93048128,100,50,9,45.70369038,,,,07/07/13,98.30,,,,,,,,,,,,,,,,,,,,
1.17,1,50,8,,,,,,22.05882353,100,50,8,44.9538137,,,,07/14/13,89.80,,,,,,,,,,,,,,,,,,,,
1.36,1,50,8,,,,,,24.59893048,100,50,8,45.67153817,,,,07/21/13,94.40,,,,,,,,,,,,,,,,,,,,
1.44,1,50,9,,,,,,25.6684492,100,50,9,46.17749746,,,,07/28/13,104.90,,,,,,,,,,,,,,,,,,,,
1.35,0.99,50,9,,,,,,24.46524064,98.85057471,50,9,45.49190105,,,,08/04/13,103.00,,,,,,,,,,,,,,,,,,,,
1.47,0.94,50,9,,,,,,26.06951872,93.10344828,50,9,44.66687016,,,,08/11/13,112.80,,,,,,,,,,,,,,,,,,,,
1.84,0.9,50,10,,,,,,31.01604278,88.50574713,50,10,44.88098089,,,,08/18/13,119.60,,,,,,,,,,,,,,,,,,,,
2.28,0.88,50,12,,,,,,36.89839572,86.20689655,50,12,46.27091247,,,,08/25/13,141.00,,,,,,,,,,,,,,,,,,,,
1.86,0.85,50,11,,,,,,31.28342246,82.75862069,50,11,43.64724279,,,,09/01/13,129.00,,,,,,,,,,,,,,,,,,,,
1.98,0.82,50,11,,,,,,32.88770053,79.31034483,50,11,43.32474948,,,,09/08/13,136.70,,,,,,,,,,,,,,,,,,,,
1.86,0.8,50,11,,,,,,31.28342246,77.01149425,50,11,42.23909638,,,,09/15/13,134.40,,,,,,,,,,,,,,,,,,,,
1.92,0.78,50,11,,,,,,32.0855615,74.71264368,50,11,42.00749983,,,,09/22/13,142.50,,,,,,,,,,,,,,,,,,,,
1.76,0.77,50,10,,,,,,29.94652406,73.56321839,50,10,40.9936679,,,,09/29/13,136.70,,,,,,,,,,,,,,,,,,,,
1.97,0.76,50,11,,,,,,32.7540107,72.4137931,50,11,41.50171117,,,,10/06/13,142.90,,,,,,,,,,,,,,,,,,,,
2.75,0.75,75,14,,,,,,43.18181818,71.26436782,75,14,50.94578895,,,,10/13/13,183.10,,,,,,,,,,,,,,,,,,,,
3.14,0.77,75,15,,,,,,48.39572193,73.56321839,75,15,52.88426053,,,,10/20/13,188.60,,,,,,,,,,,,,,,,,,,,
3.31,0.77,75,16,,,,,,50.6684492,73.56321839,75,16,53.90499677,,,,10/27/13,211.70,,,,,,,,,,,,,,,,,,,,
5.26,0.8,75,30,,,,,,76.73796791,77.01149425,75,30,64.66602912,,,,11/03/13,367.80,,,,,,,,,,,,,,,,,,,,
7,0.84,100,38,,,,,,100,81.6091954,100,38,79.81769685,,,,11/10/13,462.00,,,,,,,,,,,,,,,,,,,,
7,0.9,100,69,,,,,,100,88.50574713,100,69,89.36876814,,,,11/17/13,832.50,,,,,,,,,,,,,,,,,,,,
7,0.99,100,100,,,,,,100,98.85057471,100,100,99.62137995,,,,11/24/13,1205.70,,,,,,,,,,,,,,,,,,,,
4.64,1,100,56,,,,,,68.44919786,100,100,56,81.01606122,,,,12/01/13,697.00,,,,,,,,,,,,,,,,,,,,
4.64,1,100,72,,,,,,68.44919786,100,100,72,85.18253244,,,,12/08/13,908.90,,,,,,,,,,,,,,,,,,,,
2.62,1,75,49,,,,,,41.44385027,100,75,49,66.45329399,,,,12/15/13,640.50,,,,,,,,,,,,,,,,,,,,
3.23,1,75,58,,,,,,49.59893048,100,75,58,70.74559124,,,,12/22/13,762.00,,,,,,,,,,,,,,,,,,,,
4.15,1,75,70,,,,,,61.89839572,100,75,70,76.8250567,,,,12/29/13,924.70,,,,,,,,,,,,,,,,,,,,
3.47,1,75,76,,,,,,52.80748663,100,75,76,75.8681174,,,,01/05/14,1005.30,,,,,,,,,,,,,,,,,,,,
3.26,1,75,67,,,,,,50,100,75,67,72.9720918,,,,01/12/14,905.70,,,,,,,,,,,,,,,,,,,,
2.94,1,75,70,,,,,,45.72192513,100,75,70,72.70691449,,,,01/19/14,961.00,,,,,,,,,,,,,,,,,,,,
2.83,1,75,68,,,,,,44.2513369,100,75,68,71.6963991,,,,01/26/14,940.40,,,,,,,,,,,,,,,,,,,,
2,1,75,45,,,,,,33.15508021,100,75,45,63.2873114,,,,02/02/14,648.80,,,,,,,,,,,,,,,,,,,,
1.64,1,50,24,,,,,,28.34224599,100,50,24,50.60386776,,,,02/09/14,371.10,,,,,,,,,,,,,,,,,,,,
1.54,1,50,15,,,,,,27.00534759,100,50,15,48.09538412,,,,02/16/14,255.60,,,,,,,,,,,,,,,,,,,,
1.27,1,50,36,,,,,,23.39572193,100,50,36,52.47246962,,,,02/23/14,557.40,,,,,,,,,,,,,,,,,,,,
1.58,0.13,50,40,,,,,,27.54010695,0,50,40,29.27234414,,,,03/02/14,609.20,,,,,,,,,,,,,,,,,,,,
1.53,1,50,40,,,,,,26.87165775,100,50,40,54.20821806,,,,03/09/14,624.00,,,,,,,,,,,,,,,,,,,,
1.14,1,50,35,,,,,,21.65775401,100,50,35,51.73612976,,,,03/16/14,564.30,,,,,,,,,,,,,,,,,,,,
0.63,0.96,50,29,,,,,,14.83957219,95.40229885,50,29,47.28233533,,,,03/23/14,477.10,,,,,,,,,,,,,,,,,,,,
0.64,0.9,50,27,,,,,,14.97326203,88.50574713,50,27,45.13687768,,,,03/30/14,456.60,,,,,,,,,,,,,,,,,,,,
0.45,0.87,50,25,,,,,,12.43315508,85.05747126,50,25,43.22033727,,,,04/06/14,437.60,,,,,,,,,,,,,,,,,,,,
0.85,0.83,25,29,,,,,,17.78074866,80.45977011,25,29,38.15442442,,,,04/13/14,506.00,,,,,,,,,,,,,,,,,,,,
0.55,0.79,25,26,,,,,,13.77005348,75.86206897,25,26,35.12153963,,,,04/20/14,457.90,,,,,,,,,,,,,,,,,,,,
0.55,0.75,50,24,,,,,,13.77005348,71.26436782,50,24,39.81452509,,,,04/27/14,438.60,,,,,,,,,,,,,,,,,,,,
0.55,0.71,50,25,,,,,,13.77005348,66.66666667,50,25,38.77039608,,,,05/04/14,451.90,,,,,,,,,,,,,,,,,,,,
0.59,0.67,50,24,,,,,,14.30481283,62.06896552,50,24,37.66685358,,,,05/11/14,452.80,,,,,,,,,,,,,,,,,,,,
1.18,0.64,50,28,,,,,,22.19251337,58.62068966,50,28,39.69302309,,,,05/18/14,520.50,,,,,,,,,,,,,,,,,,,,
1.4,0.61,50,34,,,,,,25.13368984,55.17241379,50,34,41.04415655,,,,05/25/14,627.90,,,,,,,,,,,,,,,,,,,,
1.51,0.6,50,35,,,,,,26.60427807,54.02298851,50,35,41.33901282,,,,06/01/14,651.70,,,,,,,,,,,,,,,,,,,,
1.12,0.6,50,30,,,,,,21.39037433,54.02298851,50,30,38.91515024,,,,06/08/14,583.40,,,,,,,,,,,,,,,,,,,,
1.18,0.59,50,31,,,,,,22.19251337,52.87356322,50,31,38.9007699,,,,06/15/14,597.00,,,,,,,,,,,,,,,,,,,,
1.16,0.57,50,30,,,,,,21.92513369,50.57471264,50,30,38.14572326,,,,06/22/14,597.60,,,,,,,,,,,,,,,,,,,,
1.27,0.56,50,31,,,,,,23.39572193,49.42528736,50,31,38.45691114,,,,06/29/14,623.00,,,,,,,,,,,,,,,,,,,,
1.26,0.54,50,31,,,,,,23.26203209,47.12643678,50,31,37.90119632,,,,07/06/14,635.90,,,,,,,,,,,,,,,,,,,,
1.22,0.53,50,30,,,,,,22.72727273,45.97701149,50,30,37.23607549,,,,07/13/14,627.00,,,,,,,,,,,,,,,,,,,,
1.06,0.53,50,28,,,,,,20.58823529,45.97701149,50,28,36.16878584,,,,07/20/14,596.00,,,,,,,,,,,,,,,,,,,,
1.02,0.53,50,27,,,,,,20.05347594,45.97701149,50,27,35.86495886,,,,07/27/14,591.70,,,,,,,,,,,,,,,,,,,,
1.02,0.53,50,27,,,,,,20.05347594,45.97701149,50,27,35.72498209,,,,08/03/14,589.50,,,,,,,,,,,,,,,,,,,,
0.62,0.52,50,23,,,,,,14.70588235,44.82758621,50,23,33.13091055,,,,08/10/14,522.00,,,,,,,,,,,,,,,,,,,,
0.66,0.52,25,21,,,,,,15.24064171,44.82758621,25,21,26.61251566,,,,08/17/14,497.70,,,,,,,,,,,,,,,,,,,,
0.54,0.52,25,21,,,,,,13.63636364,44.82758621,25,21,26.22312811,,,,08/24/14,506.00,,,,,,,,,,,,,,,,,,,,
0.53,0.51,25,20,,,,,,13.5026738,43.67816092,25,20,25.54787892,,,,08/31/14,484.50,,,,,,,,,,,,,,,,,,,,
0.53,0.5,25,19,,,,,,13.5026738,42.52873563,25,19,25.09776455,,,,09/07/14,478.20,,,,,,,,,,,,,,,,,,,,
0.21,0.49,25,16,,,,,,9.22459893,41.37931034,25,16,22.86214118,,,,09/14/14,411.50,,,,,,,,,,,,,,,,,,,,
0.11,0.47,25,15,,,,,,7.887700535,39.08045977,25,15,21.73353466,,,,09/21/14,399.00,,,,,,,,,,,,,,,,,,,,
-0.1,0.45,25,12,,,,,,5.080213904,36.7816092,25,12,19.64877574,,,,09/28/14,335.30,,,,,,,,,,,,,,,,,,,,
0.17,0.44,25,13,,,,,,8.689839572,35.63218391,25,13,20.50075802,,,,10/05/14,361.20,,,,,,,,,,,,,,,,,,,,
0.21,0.42,25,14,,,,,,9.22459893,33.33333333,25,14,20.33231929,,,,10/12/14,390.90,,,,,,,,,,,,,,,,,,,,
0.06,0.41,25,12,,,,,,7.219251337,32.18390805,25,12,18.98550394,,,,10/19/14,346.70,,,,,,,,,,,,,,,,,,,,
-0.06,0.4,25,10,,,,,,5.614973262,31.03448276,25,10,18.00436964,,,,10/26/14,325.40,,,,,,,,,,,,,,,,,,,,
0.13,0.39,25,11,,,,,,8.155080214,29.88505747,25,11,18.49317441,,,,11/02/14,343.50,,,,,,,,,,,,,,,,,,,,
0.23,0.38,25,12,,,,,,9.49197861,28.73563218,25,12,18.81879654,,,,11/09/14,374.90,,,,,,,,,,,,,,,,,,,,
0.14,0.38,25,11,,,,,,8.288770053,28.73563218,25,11,18.21568312,,,,11/16/14,352.00,,,,,,,,,,,,,,,,,,,,
0.2,0.38,25,12,,,,,,9.090909091,28.73563218,25,12,18.6123606,,,,11/23/14,376.30,,,,,,,,,,,,,,,,,,,,
0.2,0.37,25,11,,,,,,9.090909091,27.5862069,25,11,18.26552112,,,,11/30/14,376.30,,,,,,,,,,,,,,,,,,,,
0.12,0.37,25,10,,,,,,8.021390374,27.5862069,25,10,17.65455151,,,,12/07/14,348.20,,,,,,,,,,,,,,,,,,,,
-0.02,0.36,25,9,,,,,,6.14973262,26.43678161,25,9,16.66692483,,,,12/14/14,330.40,,,,,,,,,,,,,,,,,,,,
-0.02,0.36,25,8,,,,,,6.14973262,26.43678161,25,8,16.46653922,,,,12/21/14,315.30,,,,,,,,,,,,,,,,,,,,
-0.25,0.36,0,7,,,,,,3.07486631,26.43678161,0,7,9.124341529,,,,12/28/14,287.10,,,,,,,,,,,,,,,,,,,,
-0.24,0.36,0,6,,,,,,3.20855615,26.43678161,0,6,8.981424131,,,,01/04/15,273.40,,,,,,,,,,,,,,,,,,,,
-0.46,0.35,0,3,,,,,,0.267379679,25.28735632,0,3,7.216219212,,,,01/11/15,199.60,,,,,,,,,,,,,,,,,,,,
-0.24,0.35,0,5,,,,,,3.20855615,25.28735632,0,5,8.373707212,,,,01/18/15,248.20,,,,,,,,,,,,,,,,,,,,
-0.35,0.35,0,4,,,,,,1.737967914,25.28735632,0,4,7.693158089,,,,01/25/15,218.50,,,,,,,,,,,,,,,,,,,,
-0.37,0.35,0,4,,,,,,1.470588235,25.28735632,0,4,7.675720606,,,,02/01/15,227.70,,,,,,,,,,,,,,,,,,,,
-0.31,0.34,0,5,,,,,,2.272727273,24.13793103,0,5,7.831784112,,,,02/08/15,258.60,,,,,,,,,,,,,,,,,,,,
-0.3,0.34,0,4,,,,,,2.406417112,24.13793103,0,4,7.700519251,,,,02/15/15,244.40,,,,,,,,,,,,,,,,,,,,
-0.2,0.34,0,4,,,,,,3.743315508,24.13793103,0,4,8.083303668,,,,02/22/15,254.10,,,,,,,,,,,,,,,,,,,,
-0.12,0.34,0,5,,,,,,4.812834225,24.13793103,0,5,8.493483682,,,,03/01/15,274.90,,,,,,,,,,,,,,,,,,,,
-0.06,0.34,0,5,,,,,,5.614973262,24.13793103,0,5,8.712065213,,,,03/08/15,281.60,,,,,,,,,,,,,,,,,,,,
-0.15,0.33,0,4,,,,,,4.411764706,22.98850575,0,4,7.899653873,,,,03/15/15,259.70,,,,,,,,,,,,,,,,,,,,
-0.26,0.33,0,4,,,,,,2.941176471,22.98850575,0,4,7.431130737,,,,03/22/15,252.00,,,,,,,,,,,,,,,,,,,,
-0.17,0.32,0,4,,,,,,4.144385027,21.83908046,0,4,7.416388626,,,,03/29/15,252.90,,,,,,,,,,,,,,,,,,,,
-0.28,0.32,0,3,,,,,,2.673796791,21.83908046,0,3,6.880332608,,,,04/05/15,236.50,,,,,,,,,,,,,,,,,,,,
-0.33,0.32,0,2,,,,,,2.005347594,21.83908046,0,2,6.574980245,,,,04/12/15,223.40,,,,,,,,,,,,,,,,,,,,
-0.34,0.31,0,2,,,,,,1.871657754,20.68965517,0,2,6.243892314,,,,04/19/15,226.10,,,,,,,,,,,,,,,,,,,,
-0.25,0.31,0,3,,,,,,3.07486631,20.68965517,0,3,6.584872959,,,,04/26/15,235.30,,,,,,,,,,,,,,,,,,,,
-0.25,0.31,0,3,,,,,,3.07486631,20.68965517,0,3,6.599611038,,,,05/03/15,241.40,,,,,,,,,,,,,,,,,,,,
-0.26,0.32,0,2,,,,,,2.941176471,21.83908046,0,2,6.781374244,,,,05/10/15,236.20,,,,,,,,,,,,,,,,,,,,
-0.24,0.32,0,2,,,,,,3.20855615,21.83908046,0,2,6.836708745,,,,05/17/15,238.90,,,,,,,,,,,,,,,,,,,,
-0.29,0.33,0,2,,,,,,2.540106952,22.98850575,0,2,6.882879274,,,,05/24/15,233.20,,,,,,,,,,,,,,,,,,,,
-0.31,0.34,0,2,,,,,,2.272727273,24.13793103,0,2,7.010143018,,,,05/31/15,224.70,,,,,,,,,,,,,,,,,,,,
-0.27,0.34,0,2,,,,,,2.807486631,24.13793103,0,2,7.170346206,,,,06/07/15,232.50,,,,,,,,,,,,,,,,,,,,
-0.21,0.35,0,2,,,,,,3.609625668,25.28735632,0,2,7.717167304,,,,06/14/15,245.00,,,,,,,,,,,,,,,,,,,,
-0.19,0.36,0,2,,,,,,3.877005348,26.43678161,0,2,8.080347078,,,,06/21/15,250.70,,,,,,,,,,,,,,,,,,,,
-0.07,0.36,0,2,,,,,,5.481283422,26.43678161,0,2,8.518227855,,,,06/28/15,260.50,,,,,,,,,,,,,,,,,,,,
0.12,0.37,0,3,,,,,,8.021390374,27.5862069,0,3,9.625313446,,,,07/05/15,292.00,,,,,,,,,,,,,,,,,,,,
-0.06,0.38,0,2,,,,,,5.614973262,28.73563218,0,2,9.154284828,,,,07/12/15,274.00,,,,,,,,,,,,,,,,,,,,
0.03,0.39,0,3,,,,,,6.818181818,29.88505747,0,3,9.808472908,,,,07/19/15,288.70,,,,,,,,,,,,,,,,,,,,
-0.02,0.4,0,2,,,,,,6.14973262,31.03448276,0,2,9.840795851,,,,07/26/15,280.50,,,,,,,,,,,,,,,,,,,,
-0.09,0.41,0,1,,,,,,5.213903743,32.18390805,0,1,9.718211027,,,,08/02/15,258.60,,,,,,,,,,,,,,,,,,,,
-0.13,0.42,0,1,,,,,,4.679144385,33.33333333,0,1,9.853610996,,,,08/09/15,260.50,,,,,,,,,,,,,,,,,,,,
-0.27,0.43,0,0,,,,,,2.807486631,34.48275862,0,0,9.444578688,,,,08/16/15,229.50,,,,,,,,,,,,,,,,,,,,
-0.25,0.44,0,0,,,,,,3.07486631,35.63218391,0,0,9.764686884,,,,08/23/15,228.50,,,,,,,,,,,,,,,,,,,,
-0.19,0.44,0,0,,,,,,3.877005348,35.63218391,0,0,9.970136974,,,,08/30/15,233.70,,,,,,,,,,,,,,,,,,,,
-0.25,0.45,0,0,,,,,,3.07486631,36.7816092,0,0,10.04097293,,,,09/06/15,235.60,,,,,,,,,,,,,,,,,,,,
-0.24,0.45,0,0,,,,,,3.20855615,36.7816092,0,0,10.01940523,,,,09/13/15,231.10,,,,,,,,,,,,,,,,,,,,
-0.23,0.46,0,0,,,,,,3.342245989,37.93103448,0,0,10.33233147,,,,09/20/15,234.30,,,,,,,,,,,,,,,,,,,,
-0.19,0.46,0,0,,,,,,3.877005348,37.93103448,0,0,10.46443291,,,,09/27/15,238.60,,,,,,,,,,,,,,,,,,,,
-0.15,0.47,0,0,,,,,,4.411764706,39.08045977,0,0,10.8981372,,,,10/04/15,245.40,,,,,,,,,,,,,,,,,,,,
-0.07,0.47,0,1,,,,,,5.481283422,39.08045977,0,1,11.27824762,,,,10/11/15,269.60,,,,,,,,,,,,,,,,,,,,
0.05,0.48,0,1,,,,,,7.085561497,40.22988506,0,1,12.0121246,,,,10/18/15,282.60,,,,,,,,,,,,,,,,,,,,
0.24,0.48,25,1,,,,,,9.625668449,40.22988506,25,1,19.02930213,,,,10/25/15,311.20,,,,,,,,,,,,,,,,,,,,
0.43,0.49,25,3,,,,,,12.1657754,41.37931034,25,3,20.3334409,,,,11/01/15,385.10,,,,,,,,,,,,,,,,,,,,
0.17,0.5,25,1,,,,,,8.689839572,42.52873563,25,1,19.42141908,,,,11/08/15,331.80,,,,,,,,,,,,,,,,,,,,
0.19,0.51,25,1,,,,,,8.957219251,43.67816092,25,1,19.70468717,,,,11/15/15,324.70,,,,,,,,,,,,,,,,,,,,
0.41,0.51,25,2,,,,,,11.89839572,43.67816092,25,2,20.57627187,,,,11/22/15,355.80,,,,,,,,,,,,,,,,,,,,
0.5,0.52,25,2,,,,,,13.10160428,44.82758621,25,2,21.2959605,,,,11/29/15,386.70,,,,,,,,,,,,,,,,,,,,
0.72,0.53,25,3,,,,,,16.04278075,45.97701149,25,3,22.52398813,,,,12/06/15,432.30,,,,,,,,,,,,,,,,,,,,
0.74,0.55,25,4,,,,,,16.31016043,48.27586207,25,4,23.27865975,,,,12/13/15,461.20,,,,,,,,,,,,,,,,,,,,
0.63,0.58,25,2,,,,,,14.83957219,51.72413793,25,2,23.49867125,,,,12/20/15,415.40,,,,,,,,,,,,,,,,,,,,
0.67,0.59,25,3,,,,,,15.37433155,52.87356322,25,3,23.97712136,,,,12/27/15,433.70,,,,,,,,,,,,,,,,,,,,
0.75,0.61,25,3,,,,,,16.44385027,55.17241379,25,3,24.85617107,,,,01/03/16,448.30,,,,,,,,,,,,,,,,,,,,
0.39,0.62,25,1,,,,,,11.63101604,56.32183908,25,1,23.58888784,,,,01/10/16,385.00,,,,,,,,,,,,,,,,,,,,
0.52,0.63,25,1,,,,,,13.36898396,57.47126437,25,1,24.29542188,,,,01/17/16,388.60,,,,,,,,,,,,,,,,,,,,
0.34,0.64,25,1,,,,,,10.96256684,58.62068966,25,1,23.89582474,,,,01/24/16,377.80,,,,,,,,,,,,,,,,,,,,
0.39,0.65,25,1,,,,,,11.63101604,59.77011494,25,1,24.31296234,,,,01/31/16,376.70,,,,,,,,,,,,,,,,,,,,
0.54,0.66,25,1,,,,,,13.63636364,60.91954023,25,1,25.13348153,,,,02/07/16,390.10,,,,,,,,,,,,,,,,,,,,
0.7,0.66,25,2,,,,,,15.77540107,60.91954023,25,2,25.87049238,,,,02/14/16,440.10,,,,,,,,,,,,,,,,,,,,
0.65,0.67,25,1,,,,,,15.10695187,62.06896552,25,1,25.91531801,,,,02/21/16,431.30,,,,,,,,,,,,,,,,,,,,
0.51,0.66,25,1,,,,,,13.23529412,60.91954023,25,1,24.97814163,,,,02/28/16,399.00,,,,,,,,,,,,,,,,,,,,
0.55,0.67,25,1,,,,,,13.77005348,62.06896552,25,1,25.41893136,,,,03/06/16,410.40,,,,,,,,,,,,,,,,,,,,
0.54,0.67,25,1,,,,,,13.63636364,62.06896552,25,1,25.34564741,,,,03/13/16,408.70,,,,,,,,,,,,,,,,,,,,
0.6,0.67,25,1,,,,,,14.43850267,62.06896552,25,1,25.5488289,,,,03/20/16,416.50,,,,,,,,,,,,,,,,,,,,
0.57,0.66,25,1,,,,,,14.03743316,60.91954023,25,1,25.13792193,,,,03/27/16,418.50,,,,,,,,,,,,,,,,,,,,
0.57,0.65,25,0,,,,,,14.03743316,59.77011494,25,0,24.81650965,,,,04/03/16,418.00,,,,,,,,,,,,,,,,,,,,
0.61,0.64,25,1,,,,,,14.57219251,58.62068966,25,1,24.68261479,,,,04/10/16,430.00,,,,,,,,,,,,,,,,,,,,
0.77,0.64,25,1,,,,,,16.71122995,58.62068966,25,1,25.27054691,,,,04/17/16,450.10,,,,,,,,,,,,,,,,,,,,
0.72,0.63,25,1,,,,,,16.04278075,57.47126437,25,1,24.77673248,,,,04/24/16,448.50,,,,,,,,,,,,,,,,,,,,
0.75,0.62,25,1,,,,,,16.44385027,56.32183908,25,1,24.59874319,,,,05/01/16,458.50,,,,,,,,,,,,,,,,,,,,
0.74,0.62,25,0,,,,,,16.31016043,56.32183908,25,0,24.52419828,,,,05/08/16,456.40,,,,,,,,,,,,,,,,,,,,
0.63,0.62,25,0,,,,,,14.83957219,56.32183908,25,0,24.07252876,,,,05/15/16,443.60,,,,,,,,,,,,,,,,,,,,
1.03,0.61,25,1,,,,,,20.18716578,55.17241379,25,1,25.41361471,,,,05/22/16,524.20,,,,,,,,,,,,,,,,,,,,
1.26,0.61,25,2,,,,,,23.26203209,55.17241379,25,2,26.33707748,,,,05/29/16,572.00,,,,,,,,,,,,,,,,,,,,
1.72,0.62,50,2,,,,,,29.41176471,56.32183908,50,2,34.45224009,,,,06/05/16,591.60,,,,,,,,,,,,,,,,,,,,
2.11,0.62,50,4,,,,,,34.62566845,56.32183908,50,4,36.34751174,,,,06/12/16,753.80,,,,,,,,,,,,,,,,,,,,
1.42,0.63,50,3,,,,,,25.40106952,57.47126437,50,3,33.93898237,,,,06/19/16,663.50,,,,,,,,,,,,,,,,,,,,
1.55,0.64,50,3,,,,,,27.13903743,58.62068966,50,3,34.75272722,,,,06/26/16,698.10,,,,,,,,,,,,,,,,,,,,
1.45,0.65,50,2,,,,,,25.80213904,59.77011494,50,2,34.491723,,,,07/03/16,651.80,,,,,,,,,,,,,,,,,,,,
1.57,0.65,50,2,,,,,,27.40641711,59.77011494,50,2,34.88763473,,,,07/10/16,660.70,,,,,,,,,,,,,,,,,,,,
